"August 09, 2012",3.80,3.95,3.80,3.90,36750000,0
"August 10, 2009",3.90,4.00,3.60,3.90,10610000,0
"August 10, 2010",5.90,6.00,5.90,5.90,8790000,0
"August 10, 2011",3.25,3.40,3.15,3.30,10490000,0
"August 10, 2012",3.90,3.90,3.70,3.80,10920000,0
"August 10, 2015",14.55,15.50,14.70,15.35,10160000,0
"August 11, 2008",5.60,5.75,5.40,5.50,13700000,0
"August 11, 2009",3.90,3.95,3.70,3.90,4620000,0
"August 11, 2010",5.90,5.95,5.75,5.85,15460000,0
"August 11, 2011",3.30,3.40,3.30,3.35,6070000,0
"August 11, 2014",12.80,12.85,12.60,12.70,3690000,0
"August 11, 2015",15.35,15.85,15.40,15.45,13170000,0
"August 12, 2008",5.50,5.50,4.95,5.15,16920000,0
"August 12, 2009",3.90,3.95,3.80,3.90,5030000,0
"August 12, 2010",5.85,5.80,5.55,5.70,8570000,0
"August 12, 2011",3.35,3.40,3.35,3.35,1120000,0
"August 12, 2013",7.70,8.00,7.50,7.85,9460000,0
"August 12, 2013",7.70,8.00,7.50,7.85,9460000,0
"August 12, 2014",12.70,12.95,12.60,12.80,4410000,0
"August 12, 2015",15.45,15.75,15.50,15.55,5490000,0
"August 13, 2008",5.15,5.50,5.05,5.20,22780000,0
"August 13, 2009",3.90,3.95,3.60,3.80,11820000,0
"August 13, 2010",5.70,5.75,5.55,5.60,6860000,0
"August 13, 2012",3.80,3.90,3.70,3.75,1030000,0
"August 13, 2013",7.85,7.75,7.65,7.65,3470000,0
"August 13, 2013",7.85,7.75,7.65,7.65,3470000,0
"August 13, 2014",12.80,12.85,12.65,12.75,2960000,0
"August 13, 2015",15.55,15.60,15.30,15.45,8370000,0
"August 14, 2008",5.20,5.70,5.35,5.55,6350000,0
"August 14, 2009",3.80,3.90,3.75,3.80,9390000,0
"August 14, 2012",3.75,3.85,3.70,3.75,426100,0
"August 14, 2013",7.65,7.85,7.65,7.75,21900000,0
"August 14, 2013",7.65,7.85,7.65,7.75,21900000,0
"August 14, 2014",12.75,12.90,12.65,12.80,7310000,0
"August 14, 2015",15.45,15.50,15.00,15.00,9340000,0
"August 15, 2008",5.55,6.05,5.55,5.85,27470000,0
"August 15, 2011",3.35,3.40,3.30,3.35,21130000,0
"August 15, 2012",3.75,3.85,3.70,3.75,1300000,0
"August 15, 2013",7.75,8.00,7.70,7.90,16760000,0
"August 15, 2013",7.75,8.00,7.70,7.90,16760000,0
"August 15, 2014",12.80,12.80,12.65,12.70,1020000,0
"August 16, 2010",5.60,5.85,5.60,5.65,4100000,0
"August 16, 2011",3.35,3.40,3.35,3.35,33830000,0
"August 16, 2012",3.75,3.85,3.75,3.75,791600,0
"August 16, 2013",7.90,8.15,7.90,8.05,23900000,0
"August 16, 2013",7.90,8.15,7.90,8.05,23900000,0
"August 17, 2009",3.80,3.85,3.70,3.75,6580000,0
"August 17, 2010",5.65,5.85,5.70,5.75,3750000,0
"August 17, 2011",3.35,3.40,3.30,3.35,17310000,0
"August 17, 2012",3.75,3.90,3.75,3.75,1260000,0
"August 17, 2012",3.75,3.90,3.75,3.75,1260000,0
"August 17, 2015",15.00,15.10,14.65,14.85,2040000,0
"August 18, 2008",5.85,6.00,5.70,5.85,8020000,0
"August 18, 2009",3.75,3.85,3.65,3.70,4760000,0
"August 18, 2010",5.75,5.85,5.75,5.75,11320000,0
"August 18, 2011",3.35,3.35,3.25,3.30,18110000,0
"August 18, 2014",12.70,12.85,12.70,12.70,26880000,0
"August 18, 2015",14.85,15.00,14.70,14.85,2790000,0
"August 19, 2008",5.85,5.90,5.75,5.80,14860000,0
"August 19, 2009",3.70,3.85,3.60,3.60,13700000,0
"August 19, 2010",5.75,5.80,5.65,5.70,36310000,0
"August 19, 2011",3.30,3.30,3.20,3.25,7880000,0
"August 19, 2013",8.05,8.25,8.00,8.15,22200000,0
"August 19, 2013",8.05,8.25,8.00,8.15,22200000,0
"August 19, 2014",12.70,12.80,12.65,12.75,9190000,0
"August 19, 2015",14.85,15.20,14.90,15.00,6870000,0
"August 20, 2008",5.80,5.90,5.80,5.80,9620000,0
"August 20, 2009",3.60,3.85,3.50,3.55,13670000,0
"August 20, 2010",5.70,5.70,5.20,5.40,21690000,0
"August 20, 2013",8.15,8.25,8.15,8.20,9690000,0
"August 20, 2013",8.15,8.25,8.15,8.20,9690000,0
"August 20, 2014",12.75,12.90,12.75,12.80,7310000,0
"August 20, 2015",15.00,15.40,15.05,15.10,2300000,0
"August 21, 2008",5.80,5.85,5.70,5.80,17240000,0
"August 21, 2009",3.55,3.65,3.55,3.60,8360000,0
"August 21, 2012",3.75,3.85,3.75,3.75,571500,0
"August 21, 2013",8.20,8.20,8.00,8.05,11970000,0
"August 21, 2013",8.20,8.20,8.00,8.05,11970000,0
"August 21, 2014",12.80,12.85,12.75,12.75,20900000,0
"August 21, 2015",15.10,15.10,14.90,15.00,7970000,0
"August 22, 2008",5.80,5.85,5.70,5.75,6940000,0
"August 22, 2011",3.25,3.30,3.10,3.15,740000,0
"August 22, 2012",3.75,3.95,3.75,3.85,2930000,0
"August 22, 2013",8.05,8.05,7.85,7.95,5170000,0
"August 22, 2013",8.05,8.05,7.85,7.95,5170000,0
"August 22, 2014",12.75,12.80,12.70,12.75,30160000,0
"August 23, 2010",5.40,5.45,5.05,5.20,35180000,0
"August 23, 2011",3.15,3.20,3.05,3.10,41010000,0
"August 23, 2012",3.85,3.95,3.90,3.90,2490000,0
"August 23, 2013",7.95,7.95,7.85,7.90,3250000,0
"August 23, 2013",7.95,7.95,7.85,7.90,3250000,0
"August 24, 2009",3.60,3.60,3.50,3.50,7630000,0
"August 24, 2009",3.60,3.60,3.50,3.50,7630000,0
"August 24, 2010",5.20,5.40,5.20,5.25,20730000,0
"August 24, 2011",3.10,3.15,3.10,3.10,1700000,0
"August 24, 2012",3.90,3.95,3.90,3.90,440400,0
"August 24, 2015",15.00,15.00,13.95,14.35,6960000,0
"August 25, 2008",5.75,5.80,5.60,5.70,12930000,0
"August 25, 2010",5.25,5.35,4.85,5.15,23960000,0
"August 25, 2011",3.10,3.15,3.05,3.05,2670000,0
"August 25, 2014",12.75,12.80,12.70,12.75,2580000,0
"August 25, 2015",14.35,14.35,13.90,13.95,7870000,0
"August 26, 2008",5.70,6.00,5.55,5.70,7430000,0
"August 26, 2009",3.50,3.65,3.50,3.50,9780000,0
"August 26, 2010",5.15,5.00,4.70,4.85,1880000,0
"August 26, 2010",5.15,5.00,4.70,4.85,1880000,0
"August 26, 2011",3.05,3.10,3.00,3.05,2440000,0
"August 26, 2013",7.90,8.00,7.90,7.90,17780000,0
"August 26, 2013",7.90,8.00,7.90,7.90,17780000,0
"August 26, 2014",12.75,12.80,12.75,12.75,1720000,0
"August 26, 2015",13.95,13.95,12.80,13.45,5550000,0
"August 27, 2008",5.70,5.80,5.50,5.65,12680000,0
"August 27, 2009",3.50,3.65,3.50,3.55,9480000,0
"August 27, 2012",3.90,3.95,3.85,3.90,1000000,0
"August 27, 2013",7.90,7.95,7.65,7.75,9070000,0
"August 27, 2013",7.90,7.95,7.65,7.75,9070000,0
"August 27, 2014",12.75,12.85,12.70,12.70,30990000,0
